,taxid,assembly_accession,organism_name,superkingdom,phylum,class,order,family,genus,no_rank
164,690850,GCF_000212675.2,Desulfocurvibacter africanus subsp. africanus str. Walvis Bay,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfocurvibacter,Desulfocurvibacter africanus subsp. africanus str. Walvis Bay
165,1167006,GCF_000341395.1,Desulfocapsa sulfexigens DSM 10523,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfocapsa,Desulfocapsa sulfexigens DSM 10523
166,2093857,GCF_005121165.2,Dysosmobacter welbionis,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Dysosmobacter,
167,2830675,GCF_018228705.1,Dysosmobacter sp. Marseille-Q4140,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Dysosmobacter,
168,1829,GCF_003004765.2,Rhodococcus rhodochrous,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
169,1829,GCF_009883715.1,Rhodococcus rhodochrous,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
170,1829,GCF_014854695.1,Rhodococcus rhodochrous,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
171,1829,GCF_900187265.1,Rhodococcus rhodochrous,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
172,1830,GCF_002741725.1,Rhodococcus ruber,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
173,1830,GCF_002863905.1,Rhodococcus ruber,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
174,1830,GCF_003086595.1,Rhodococcus ruber,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
175,1830,GCF_003586525.1,Rhodococcus ruber,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
176,1830,GCF_006351985.2,Rhodococcus ruber,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
177,1830,GCF_016804345.1,Rhodococcus ruber,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
178,1833,GCF_000975175.1,Rhodococcus erythropolis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
179,1833,GCF_008728655.1,Rhodococcus erythropolis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
180,1833,GCF_011611865.1,Rhodococcus erythropolis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
181,1833,GCF_017068035.1,Rhodococcus erythropolis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
182,37919,GCF_000736435.1,Rhodococcus opacus,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
183,37919,GCF_001685605.1,Rhodococcus opacus,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
184,37919,GCF_017916235.1,Rhodococcus opacus,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
185,38310,GCF_900478115.1,Rhodococcus coprophilus,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
186,43767,GCF_003013675.1,Rhodococcus hoagii,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
187,43767,GCF_007197835.1,Rhodococcus hoagii,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
188,43767,GCF_016025875.1,Rhodococcus hoagii,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
189,99653,GCF_017068375.1,Rhodococcus koreensis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
190,101510,GCF_000014565.1,Rhodococcus jostii RHA1,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus jostii RHA1
191,103816,GCF_002269365.1,Rhodococcus pyridinivorans,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
192,103816,GCF_005944105.1,Rhodococcus pyridinivorans,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
193,103816,GCF_015169995.1,Rhodococcus pyridinivorans,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
194,191292,GCF_000470885.1,Rhodococcus aetherivorans,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
195,191292,GCF_000982715.1,Rhodococcus aetherivorans,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
196,191292,GCF_016839185.1,Rhodococcus aetherivorans,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
197,234621,GCF_000010105.1,Rhodococcus erythropolis PR4,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus erythropolis PR4
198,262776,GCF_012931745.1,Rhodococcus imtechensis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
199,300028,GCF_014217765.1,Rhodococcus triatomae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
200,300028,GCF_014217785.1,Rhodococcus triatomae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
201,334542,GCF_002893965.1,Rhodococcus qingshengii,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
202,334542,GCF_006384225.1,Rhodococcus qingshengii,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
203,334542,GCF_008306195.1,Rhodococcus qingshengii,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
204,334542,GCF_015034605.1,Rhodococcus qingshengii,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
205,334542,GCF_015099595.1,Rhodococcus qingshengii,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
206,334542,GCF_015678935.1,Rhodococcus qingshengii,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
207,334542,GCF_017795725.1,Rhodococcus qingshengii,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
208,334542,GCF_017910955.1,Rhodococcus qingshengii,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
209,525370,GCF_000164155.2,Rhodococcus hoagii ATCC 33707,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus hoagii ATCC 33707
210,632772,GCF_000010805.1,Rhodococcus opacus B4,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus opacus B4
211,679318,GCF_001767395.1,Rhodococcus sp. WMMA185,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
212,685727,GCF_000196695.1,Rhodococcus hoagii 103S,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus hoagii 103S
213,935199,GCF_000763325.2,Rhodococcus sp. p52,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
214,1033922,GCF_001700945.1,Rhodococcus sp. WB1,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
215,1045808,GCF_001942025.1,Rhodococcus sp. YL-1,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
216,1051973,GCF_001620305.1,Rhodococcus fascians D188,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus fascians D188
217,1136179,GCF_000454045.1,Rhodococcus erythropolis CCM2595,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus erythropolis CCM2595
218,1289591,GCF_000696675.2,Rhodococcus erythropolis R138,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus erythropolis R138
219,1302308,GCF_003641205.1,Rhodococcus sp. P1Y,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
220,1435356,GCF_000511305.1,Rhodococcus pyridinivorans SB3094,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus pyridinivorans SB3094
221,1443893,GCF_000760905.2,Rhodococcus fascians A21d2,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus fascians A21d2
222,1443894,GCF_000760935.2,Rhodococcus fascians A25f,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus fascians A25f
223,1500843,GCF_003288095.1,Rhodococcus biphenylivorans,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
224,1500843,GCF_016598695.1,Rhodococcus biphenylivorans,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
225,1564114,GCF_000954115.1,Rhodococcus sp. B7740,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
226,1570939,GCF_001886355.1,Rhodococcus sp. 2G,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
227,1653478,GCF_001620025.1,Rhodococcus sp. PBTS 1,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
228,1653479,GCF_001620005.1,Rhodococcus sp. PBTS 2,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
229,1723645,GCF_001682295.1,Rhodococcus sp. 008,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
230,1727214,GCF_002501585.1,Rhodococcus sp. H-CA8f,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
231,1805827,GCF_001984015.1,Rhodococcus sp. MTM3W5.2,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
232,1807790,GCF_002079265.1,Rhodococcus sp. BH4,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
233,1925550,GCF_015654185.1,Rhodococcus sp. M8,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
234,1990687,GCF_003130705.1,Rhodococcus sp. S2-17,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
235,2054902,GCF_009707305.1,Rhodococcus sp. AQ5-07,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
236,2490853,GCF_003860625.1,Rhodococcus sp. NJ-530,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
237,2499145,GCF_004006015.1,Rhodococcus sp. X156,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
238,2507582,GCF_004328705.1,Rhodococcus sp. ABRD24,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
239,2565560,GCF_004795915.1,Rhodococcus sp. PAMC28707,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
240,2565561,GCF_004795875.1,Rhodococcus sp. PAMC28705,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
241,2567884,GCF_005484805.1,Rhodococcus sp. SGAir0479,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
242,2594007,GCF_007558985.1,Rhodococcus sp. WB9,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
243,2663121,GCF_009859915.1,Rhodococcus sp. WAY2,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
244,2683591,GCF_016772255.1,Rhodococcus sp. 21391,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
245,2722825,GCF_012272955.1,Rhodococcus sp. DMU1,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
246,2742603,GCF_013348805.1,Rhodococcus sp. W8901,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
247,2749906,GCF_017656075.1,Rhodococcus sp. ZPP,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
248,2795031,GCF_016598535.1,Rhodococcus sp. P-2,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
249,2811421,GCF_017068395.1,Rhodococcus sp. R79,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
250,2812863,GCF_017068295.1,Rhodococcus sp. PSBB049,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
251,2812864,GCF_017068255.1,Rhodococcus sp. PSBB066,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,
252,582744,GCF_000023745.1,Methylovorus glucosetrophus SIP3-4,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylovorus,Methylovorus glucosetrophus SIP3-4
253,887061,GCF_000183115.1,Methylovorus sp. MP688,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylovorus,
254,376219,GCF_000973065.1,Limnospira indica PCC 8005,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Limnospira,Limnospira indica PCC 8005
255,215691,GCF_014395425.1,Thermomonas brevis,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,
256,1463158,GCF_014396975.1,Thermomonas carbonis,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,
257,2202149,GCF_006337105.1,Thermomonas sp. SY21,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,
258,2714945,GCF_011302915.1,Thermomonas sp. HDW16,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,
259,2771436,GCF_014678725.1,Thermomonas sp. XSG,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,
260,2756,GCF_001703515.1,Brochothrix thermosphacta,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Brochothrix,
261,2756,GCF_001703535.1,Brochothrix thermosphacta,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Brochothrix,
262,2756,GCF_002381265.1,Brochothrix thermosphacta,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Brochothrix,
263,2756,GCF_002442515.1,Brochothrix thermosphacta,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Brochothrix,
264,2756,GCF_900332045.1,Brochothrix thermosphacta,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Brochothrix,
265,2109913,GCF_003008575.1,Melaminivora sp. SC2-9,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Melaminivora,
266,37929,GCF_003687415.1,Glutamicibacter nicotianae,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Glutamicibacter,
267,37929,GCF_014672815.1,Glutamicibacter nicotianae,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Glutamicibacter,
268,37930,GCF_016894325.1,Glutamicibacter protophormiae,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Glutamicibacter,
269,162496,GCF_006094275.1,Glutamicibacter creatinolyticus,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Glutamicibacter,
270,861360,GCF_000197735.1,Glutamicibacter arilaitensis Re117,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Glutamicibacter,Glutamicibacter arilaitensis Re117
271,1155384,GCF_008370855.1,Glutamicibacter sp. ZJUTW,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Glutamicibacter,
272,1775880,GCF_012221945.1,Glutamicibacter mishrai,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Glutamicibacter,
273,1933880,GCF_001302565.1,Glutamicibacter halophytocola,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Glutamicibacter,
274,1933880,GCF_007855275.1,Glutamicibacter halophytocola,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Glutamicibacter,
275,2712222,GCF_011046735.1,Nordella sp. HKS 07,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,,Nordella,
276,483,GCF_016028715.1,Neisseria cinerea,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
277,483,GCF_900475315.1,Neisseria cinerea,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
278,484,GCF_005221285.1,Neisseria flavescens,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
279,485,GCF_001047225.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
280,485,GCF_001047255.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
281,485,GCF_001047275.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
282,485,GCF_001661085.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
283,485,GCF_001661115.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
284,485,GCF_001661135.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
285,485,GCF_002073535.2,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
286,485,GCF_002073615.2,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
287,485,GCF_002073655.2,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
288,485,GCF_003571445.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
289,485,GCF_003571465.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
290,485,GCF_003855175.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
291,485,GCF_003855195.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
292,485,GCF_003855215.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
293,485,GCF_003855235.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
294,485,GCF_003855295.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
295,485,GCF_003855355.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
296,485,GCF_003855375.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
297,485,GCF_003855415.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
298,485,GCF_003855435.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
299,485,GCF_004001105.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
300,485,GCF_004001165.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
301,485,GCF_004001185.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
302,485,GCF_004332535.2,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
303,485,GCF_004332555.2,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
304,485,GCF_007107165.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
305,485,GCF_007107365.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
306,485,GCF_008065015.2,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
307,485,GCF_009650075.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
308,485,GCF_011058635.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
309,485,GCF_011058655.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
310,485,GCF_011058675.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
311,485,GCF_013030055.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
312,485,GCF_013030075.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
313,485,GCF_013030095.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
314,485,GCF_013030115.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
315,485,GCF_013030135.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
316,485,GCF_013393965.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
317,485,GCF_013393985.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
318,485,GCF_014700555.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
319,485,GCF_014844815.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
320,485,GCF_014844855.1,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
